Company,TypeName,Inches,Price,Ram(GB),Weight(kg),Cpu(processor),"Gpu(I,N,A)Brand",SSD,HDD,X_res,Y_res,TouchScreen,Ips_display,OS,PPI,Resolution
Dell,Notebook,15.6,9.70890230312988,4,1.8,Intel Celeron,Intel,0,500,1366,768,0,0,Windows,100.45466986113652,1366x768
Asus,Notebook,14.0,9.631552837051986,4,1.5,Intel Celeron,Intel,0,0,1366,768,0,0,Windows,111.93520355955212,1366x768
Acer,Notebook,15.6,10.716080385838357,8,2.4,Intel Core i7,Nvidia,0,1000,1920,1080,0,0,Linux,141.21199808219862,1920x1080
HP,Gaming,17.3,11.058109595587434,8,3.35,Intel Core i7,Nvidia,128,1000,1920,1080,0,1,Windows,127.33567457123112,1920x1080
Lenovo,Notebook,15.6,9.975737513942136,4,1.85,Intel Core i3,Intel,128,0,1920,1080,0,0,Other,141.21199808219862,1920x1080
Asus,Gaming,15.6,11.387117314043296,8,2.3,Intel Core i7,Nvidia,128,1000,1920,1080,0,1,Windows,141.21199808219862,1920x1080
Lenovo,Notebook,14.0,10.977716980635757,8,1.5,Intel Core i5,Nvidia,256,0,1920,1080,0,1,Windows,157.3505121487356,1920x1080
Asus,Ultrabook,13.3,11.44230332408728,16,1.1,Intel Core i7,Intel,512,0,1920,1080,1,0,Windows,165.6321180513006,1920x1080
Lenovo,Ultrabook,14.0,11.708368556654154,8,1.13,Intel Core i7,Intel,512,0,2560,1440,0,1,Windows,209.8006828649808,2560x1440
Lenovo,Notebook,13.3,10.283659467741664,4,1.5,Intel Core i3,Intel,128,0,1920,1080,0,1,Windows,165.6321180513006,1920x1080
Dell,Workstation,15.6,11.197396851520583,8,2.23,Intel Core i5,AMD,0,500,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,Workstation,15.6,11.64178295189486,8,2.0,Intel Core i7,Nvidia,256,0,1920,1080,0,1,Windows,141.21199808219862,1920x1080
Lenovo,2 in 1 Convertible,14.0,11.803200572598556,16,1.42,Intel Core i7,Intel,512,0,2560,1440,1,0,Windows,209.8006828649808,2560x1440
Asus,Gaming,17.3,10.921575017331362,8,3.0,Intel Core i7,Nvidia,0,1000,1920,1080,0,0,Windows,127.33567457123112,1920x1080
Asus,Gaming,17.3,11.34767905456992,16,3.0,Intel Core i7,Nvidia,256,1000,1920,1080,0,0,Windows,127.33567457123112,1920x1080
Acer,Notebook,15.6,10.518018577413224,12,2.2,Intel Core i5,Nvidia,0,1000,1366,768,0,1,Windows,100.45466986113652,1366x768
MSI,Gaming,17.3,11.18267988243989,8,2.7,Intel Core i7,Nvidia,256,0,1920,1080,0,0,Windows,127.33567457123112,1920x1080
Dell,Notebook,15.6,10.633405177560588,8,2.33,Intel Core i7,AMD,256,0,1920,1080,0,0,Linux,141.21199808219862,1920x1080
HP,Ultrabook,15.6,10.188167121983652,4,1.91,AMD,AMD,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Lenovo,Notebook,15.6,11.08997268702302,8,2.1,Intel Core i7,AMD,256,0,1920,1080,0,1,Windows,141.21199808219862,1920x1080
Lenovo,Notebook,14.0,10.81931097523836,8,1.9,Intel Core i5,Intel,256,0,1920,1080,0,1,Windows,157.3505121487356,1920x1080
Dell,Workstation,15.6,11.88100267529242,8,1.78,Intel Core i7,Nvidia,256,0,3840,2160,1,0,Windows,282.42399616439724,3840x2160
Lenovo,Ultrabook,14.0,11.84839720125786,16,1.13,Intel Core i7,Intel,1000,0,2560,1440,0,1,Windows,209.8006828649808,2560x1440
Lenovo,Notebook,15.6,9.699146128184514,4,2.2,Intel Celeron,Intel,0,1000,1366,768,0,0,Windows,100.45466986113652,1366x768
Asus,Gaming,17.3,11.307930232161196,16,2.9,Intel Core i7,Nvidia,256,1000,1920,1080,0,0,Windows,127.33567457123112,1920x1080
Lenovo,Notebook,15.6,11.018284165624754,8,2.1,Intel Core i5,AMD,256,1000,1920,1080,0,1,Windows,141.21199808219862,1920x1080
Acer,Notebook,15.6,10.754345923917311,8,2.5,Intel Core i7,Nvidia,256,0,1920,1080,0,0,Linux,141.21199808219862,1920x1080
MSI,Gaming,17.3,11.69380197819145,16,2.8,Intel Core i7,Nvidia,256,1000,1920,1080,0,0,Windows,127.33567457123112,1920x1080
Asus,Ultrabook,14.0,11.510857728676225,8,1.1,Intel Core i7,Intel,512,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
Toshiba,Ultrabook,13.3,11.44121633636619,16,1.2,Intel Core i7,Intel,512,0,1920,1080,0,0,Windows,165.6321180513006,1920x1080
Dell,Ultrabook,14.0,11.402110098629436,8,1.36,Intel Core i7,Intel,512,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
Lenovo,Notebook,15.6,9.989276182274937,4,2.2,Intel Core i3,Intel,0,500,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Lenovo,Notebook,11.6,9.694067896286716,2,1.15,Intel Celeron,Intel,0,0,1366,768,0,0,Windows,135.0942111925629,1366x768
Lenovo,Workstation,15.6,11.53824227295402,8,2.67,Intel Core i7,Nvidia,512,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Lenovo,Ultrabook,14.0,11.547549475609571,8,1.7,Intel Core i7,Nvidia,512,0,2560,1440,0,1,Windows,209.8006828649808,2560x1440
HP,Notebook,15.6,10.126163794678414,4,2.1,Intel Core i3,AMD,0,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Acer,2 in 1 Convertible,13.3,10.64634002126892,8,1.6,Intel Core i7,Intel,256,0,1920,1080,1,1,Windows,165.6321180513006,1920x1080
Asus,2 in 1 Convertible,13.3,10.808592759018332,8,1.27,Intel Core i5,Intel,256,0,1920,1080,1,1,Windows,165.6321180513006,1920x1080
Dell,Notebook,15.6,10.37065566550255,4,2.3,Intel Core i5,AMD,256,0,1920,1080,0,0,Linux,141.21199808219862,1920x1080
Dell,Notebook,13.3,10.510802297245792,4,1.65,Intel Core i3,Intel,128,0,1366,768,0,0,Windows,117.82653006268644,1366x768
HP,Ultrabook,14.0,11.288781413322436,8,1.43,Intel Core i7,Intel,256,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
Dell,Notebook,15.6,10.267037568910904,8,2.14,Intel Core i5,Intel,0,1000,1366,768,0,0,Windows,100.45466986113652,1366x768
Lenovo,Ultrabook,14.0,11.078373090310093,8,1.75,Intel Core i7,AMD,256,0,1920,1080,0,1,Windows,157.3505121487356,1920x1080
Lenovo,2 in 1 Convertible,15.6,11.52464373704442,16,2.0,Intel Core i7,Nvidia,512,0,3840,2160,1,1,Windows,282.42399616439724,3840x2160
Chuwi,Notebook,12.3,10.082583913974387,6,1.4,Intel Celeron,Intel,0,0,2736,1824,0,1,Windows,267.3384360344031,2736x1824
HP,Notebook,15.6,11.23889064370897,8,2.31,Intel Core i7,Intel,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Asus,Notebook,15.6,10.367478139624737,8,2.3,Intel Core i3,Nvidia,0,1000,1920,1080,0,0,Linux,141.21199808219862,1920x1080
Dell,Gaming,17.3,11.912578515747589,16,4.42,Intel Core i7,Nvidia,256,1000,2560,1440,0,1,Windows,169.78089942830815,2560x1440
Dell,Gaming,15.6,11.030873869571886,8,2.62,Intel Core i7,Nvidia,128,1000,1920,1080,0,1,Windows,141.21199808219862,1920x1080
Dell,Notebook,15.6,11.016447617817454,8,2.02,Intel Core i7,AMD,256,2000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,Ultrabook,14.0,10.977716980635757,8,1.6,Intel Core i7,Intel,256,0,1920,1080,0,0,Linux,157.3505121487356,1920x1080
HP,Gaming,17.3,11.575963360732532,12,3.35,Intel Core i7,Nvidia,256,1000,1920,1080,0,0,Windows,127.33567457123112,1920x1080
Mediacom,2 in 1 Convertible,11.6,9.67600459962282,4,1.16,Intel Celeron,Intel,32,0,1920,1080,1,1,Windows,189.90579052433608,1920x1080
Samsung,Netbook,11.6,9.570272405833974,4,1.15,Intel Celeron,Intel,0,0,1366,768,0,0,Other,135.0942111925629,1366x768
Lenovo,Notebook,13.3,10.89326663606744,8,1.4,Intel Core i7,Intel,256,0,1920,1080,0,1,Windows,165.6321180513006,1920x1080
Lenovo,Notebook,14.0,10.370822624347584,4,1.7,Intel Core i3,Intel,128,0,1920,1080,0,1,Windows,157.3505121487356,1920x1080
Lenovo,Workstation,15.6,11.777361428141106,16,2.3,Intel Core i7,Nvidia,512,0,3840,2160,0,1,Windows,282.42399616439724,3840x2160
Lenovo,Notebook,15.6,11.7789960831843,16,2.5,Intel Core i7,Nvidia,512,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Asus,Gaming,17.3,11.410999046046683,8,3.2,AMD,AMD,256,1000,1920,1080,0,0,Windows,127.33567457123112,1920x1080
HP,Notebook,15.6,9.824885806178992,4,2.1,Intel Celeron,Intel,0,500,1366,768,0,0,Windows,100.45466986113652,1366x768
Google,Ultrabook,12.3,11.671319016786894,16,1.1,Intel Core i7,Intel,512,0,2400,1600,1,0,Other,234.50740003017813,2400x1600
Lenovo,Ultrabook,14.0,11.75125677614738,24,1.32,Intel Core i7,Intel,512,0,2560,1440,0,0,Windows,209.8006828649808,2560x1440
Asus,Notebook,15.6,10.301710499387234,4,2.0,Intel Core i5,Intel,256,0,1920,1080,0,0,Linux,141.21199808219862,1920x1080
Lenovo,Notebook,17.3,10.227464909398025,8,2.8,AMD,AMD,0,1000,1600,900,0,0,Windows,106.11306214269258,1600x900
Dell,Notebook,15.6,10.594300009749354,4,2.2,Intel Core i5,AMD,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Lenovo,Ultrabook,12.5,11.240291204162,8,1.36,Intel Core i5,Intel,256,0,1920,1080,0,1,Windows,176.23257360658386,1920x1080
Lenovo,Notebook,15.6,9.83063294843456,4,2.2,Other Intel,Intel,128,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
HP,Gaming,15.6,10.977716980635757,8,2.2,Intel Core i7,Nvidia,128,1000,1920,1080,0,1,Windows,141.21199808219862,1920x1080
Dell,Notebook,14.0,11.047982926769505,8,1.64,Intel Core i5,Nvidia,256,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
Acer,Notebook,15.6,10.066418317218153,4,2.4,Intel Core i5,Intel,0,500,1366,768,0,0,Linux,100.45466986113652,1366x768
Dell,Workstation,15.6,11.572957346444928,8,2.23,Other Intel,Nvidia,0,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
MSI,Gaming,15.6,10.910678521970082,8,2.2,Intel Core i5,Nvidia,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Microsoft,Ultrabook,13.5,11.83458800598367,16,1.25,Intel Core i7,Intel,512,0,2256,1504,1,0,Windows,200.84255993695703,2256x1504
HP,Notebook,15.6,10.35398720988372,8,1.91,Intel Core i5,Intel,128,0,1366,768,0,0,Windows,100.45466986113652,1366x768
Dell,Workstation,15.6,11.563884703567355,16,2.17,Intel Core i7,Nvidia,256,0,1920,1080,0,1,Windows,141.21199808219862,1920x1080
HP,Workstation,15.6,11.311195008159336,8,2.31,Intel Core i7,Intel,512,0,1920,1080,0,1,Windows,141.21199808219862,1920x1080
Lenovo,Notebook,14.0,11.179710318268071,8,1.65,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
Dell,Notebook,15.6,10.862092668762644,8,2.36,Intel Core i7,AMD,128,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,2 in 1 Convertible,11.6,10.147261623643049,4,1.47,Other Intel,Intel,0,500,1366,768,1,0,Windows,135.0942111925629,1366x768
Dell,Notebook,17.3,11.599202972743706,8,4.42,Intel Core i7,Nvidia,0,1000,1920,1080,0,1,Windows,127.33567457123112,1920x1080
Microsoft,Ultrabook,13.5,10.872255357854844,4,1.252,Other Intel,Intel,128,0,2256,1504,1,0,Windows,200.84255993695703,2256x1504
Microsoft,Ultrabook,13.5,11.470547260182666,8,1.25,Intel Core i7,Intel,256,0,2256,1504,1,0,Windows,200.84255993695703,2256x1504
HP,Notebook,17.3,10.436872940377548,8,2.5,Intel Core i3,Intel,256,0,1600,900,0,0,Windows,106.11306214269258,1600x900
Acer,Notebook,15.6,10.274510273088076,4,2.23,Intel Core i3,Nvidia,0,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Acer,Netbook,11.6,10.050907057320815,4,1.4,Intel Celeron,Intel,128,0,1366,768,0,0,Windows,135.0942111925629,1366x768
Asus,Notebook,15.6,10.594300009749354,8,2.37,Intel Core i5,Intel,0,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Lenovo,Notebook,14.0,10.658921971998408,8,1.5,Intel Core i7,AMD,512,0,1920,1080,0,1,Other,157.3505121487356,1920x1080
Lenovo,Notebook,15.6,11.62048037119099,8,2.67,Intel Core i7,Nvidia,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Asus,Notebook,15.6,9.692588727638356,4,2.0,Other Intel,Intel,0,500,1366,768,0,0,Windows,100.45466986113652,1366x768
Acer,Notebook,15.6,10.126163794678414,4,2.2,Intel Core i3,Nvidia,0,500,1366,768,0,0,Windows,100.45466986113652,1366x768
Dell,Notebook,15.6,10.607562803627763,8,2.02,Intel Core i5,AMD,0,2000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
HP,Gaming,17.3,11.413356147904066,12,3.78,Intel Core i7,Nvidia,0,1000,1920,1080,0,1,Windows,127.33567457123112,1920x1080
Lenovo,Ultrabook,14.0,11.502816945605918,12,1.4,Intel Core i7,Intel,256,0,2560,1440,0,1,Windows,209.8006828649808,2560x1440
HP,2 in 1 Convertible,13.3,11.575963360732532,8,1.29,Intel Core i7,Intel,512,0,3840,2160,1,1,Windows,331.2642361026012,3840x2160
HP,Notebook,15.6,11.026550473300178,8,1.9,Intel Core i5,AMD,0,500,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Google,Ultrabook,12.3,11.12626248382466,8,1.1,Intel Core i5,Intel,128,0,2400,1600,1,0,Other,234.50740003017813,2400x1600
Dell,Ultrabook,13.3,11.494086806506765,8,1.42,Intel Core i5,Intel,256,0,1920,1080,1,0,Windows,165.6321180513006,1920x1080
Asus,Notebook,15.6,11.144911042902732,12,2.06,Intel Core i7,Intel,128,1000,3840,2160,0,1,Windows,282.42399616439724,3840x2160
Dell,Notebook,14.0,10.58221121243035,8,1.79,Intel Core i3,Intel,128,0,1366,768,0,0,Windows,111.93520355955212,1366x768
Dell,Workstation,15.6,11.762112832660844,8,1.78,Intel Core i7,Nvidia,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Lenovo,Notebook,14.0,11.19373786463554,8,1.7,Intel Core i5,Intel,180,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
Dell,Notebook,15.6,10.490273717104664,8,2.2,Intel Core i5,AMD,0,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Toshiba,Notebook,13.3,11.39733681987678,8,1.05,Intel Core i5,Intel,256,0,1920,1080,0,1,Windows,165.6321180513006,1920x1080
Dell,Notebook,15.6,11.116014069333293,8,2.16,Intel Core i7,Nvidia,512,0,1920,1080,0,1,Windows,141.21199808219862,1920x1080
Dell,Notebook,15.6,10.349904182775484,4,2.18,Intel Core i3,Intel,0,1000,1366,768,0,0,Windows,100.45466986113652,1366x768
HP,Notebook,13.3,10.56311104105693,4,1.49,Intel Core i5,Intel,128,0,1920,1080,0,1,Windows,165.6321180513006,1920x1080
Chuwi,Notebook,15.6,9.49261223560568,4,1.89,Other Intel,Intel,0,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Lenovo,Notebook,15.6,10.312386757378574,4,2.3,Intel Core i3,Intel,128,0,1366,768,0,0,Windows,100.45466986113652,1366x768
Lenovo,Notebook,14.0,10.931153634628432,8,1.75,Intel Core i5,Intel,256,0,1920,1080,0,1,Windows,157.3505121487356,1920x1080
Dell,Workstation,15.6,11.732612168264149,16,2.17,Intel Core i7,Nvidia,512,0,1920,1080,0,1,Windows,141.21199808219862,1920x1080
Dell,Notebook,15.6,11.52464373704442,16,2.06,Intel Core i7,Nvidia,512,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Lenovo,Ultrabook,12.5,11.4699912412637,16,1.36,Intel Core i7,Intel,512,0,1920,1080,0,1,Windows,176.23257360658386,1920x1080
Asus,Ultrabook,12.5,11.551145677789926,16,0.91,Intel Core i7,Intel,512,0,1920,1080,0,0,Windows,176.23257360658386,1920x1080
Lenovo,Notebook,15.6,10.895234994607796,8,2.3,Intel Core i5,Nvidia,256,0,1920,1080,0,1,Windows,141.21199808219862,1920x1080
Toshiba,Ultrabook,13.3,11.912578515747589,32,1.05,Intel Core i7,Intel,512,0,1920,1080,1,0,Windows,165.6321180513006,1920x1080
Asus,Gaming,15.6,11.18342089766461,8,1.99,Intel Core i7,Nvidia,128,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Acer,Notebook,15.6,10.336863503805128,8,2.2,AMD,AMD,0,1000,1366,768,0,0,Windows,100.45466986113652,1366x768
Asus,Gaming,17.3,11.12154549394652,24,4.33,Intel Core i7,Nvidia,256,1000,1920,1080,1,1,Windows,127.33567457123112,1920x1080
Lenovo,Ultrabook,12.5,10.977716980635757,8,1.3,Intel Core i5,Intel,180,0,1366,768,0,1,Windows,125.36742798669836,1366x768
Lenovo,Notebook,15.6,10.776732819811487,8,2.17,Intel Core i7,Intel,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
HP,Notebook,14.0,11.442360501250736,8,1.48,Intel Core i7,Intel,1000,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
Lenovo,Notebook,13.3,10.83096982484206,8,1.4,Intel Core i3,Intel,256,0,1920,1080,0,1,Windows,165.6321180513006,1920x1080
Lenovo,Notebook,15.6,10.790103923492092,8,2.3,Intel Core i5,Intel,256,0,1920,1080,0,1,Windows,141.21199808219862,1920x1080
Asus,Netbook,11.6,9.80450664384234,4,1.2,Intel Celeron,Intel,0,0,1366,768,0,0,Windows,135.0942111925629,1366x768
HP,Notebook,15.6,10.403650143697382,8,1.91,Intel Core i5,AMD,256,0,1366,768,0,0,Windows,100.45466986113652,1366x768
Lenovo,2 in 1 Convertible,13.9,11.352694739066088,8,1.4,Intel Core i5,Intel,256,0,1920,1080,1,1,Windows,158.48253022174808,1920x1080
Lenovo,Notebook,14.0,9.67600459962282,4,2.1,Intel Celeron,Intel,0,500,1366,768,0,0,Windows,111.93520355955212,1366x768
Lenovo,Netbook,11.6,9.555290852218356,4,1.25,Intel Celeron,Intel,16,0,1366,768,0,0,Other,135.0942111925629,1366x768
Lenovo,Notebook,13.3,10.83096982484206,8,1.44,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,165.6321180513006,1920x1080
Asus,Notebook,15.6,11.085440489304403,8,2.0,Intel Core i7,Intel,256,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Acer,Notebook,15.6,10.393925962168344,4,2.2,Intel Core i5,Nvidia,0,1000,1920,1080,0,1,Windows,141.21199808219862,1920x1080
HP,Ultrabook,13.3,11.16321819034709,8,1.34,Intel Core i7,Intel,512,0,1920,1080,0,1,Windows,165.6321180513006,1920x1080
Lenovo,Gaming,15.6,11.02220830408089,8,2.4,Intel Core i7,Nvidia,256,1000,1920,1080,0,1,Other,141.21199808219862,1920x1080
Dell,Ultrabook,13.3,10.776844060703754,8,1.29,Intel Core i5,Intel,128,0,1920,1080,1,1,Windows,165.6321180513006,1920x1080
Acer,Notebook,15.6,10.435465480609668,4,2.2,Intel Core i7,Nvidia,0,500,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,Notebook,15.6,10.704189639316835,8,2.18,Intel Core i5,Intel,0,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,Notebook,15.6,11.081544019025282,16,2.2,Intel Core i7,AMD,256,2000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Xiaomi,Notebook,15.6,11.219752826912,16,1.95,Intel Core i7,Nvidia,256,0,1920,1080,0,1,Other,141.21199808219862,1920x1080
Asus,Netbook,11.6,9.47681923677686,2,1.1,Intel Celeron,Intel,0,0,1366,768,0,0,Windows,135.0942111925629,1366x768
HP,Notebook,15.6,10.232212772652003,4,2.04,Intel Core i5,Intel,0,1000,1366,768,1,0,Windows,100.45466986113652,1366x768
Asus,Gaming,15.6,11.971204630519404,24,2.24,Intel Core i7,Nvidia,512,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
HP,Notebook,15.6,10.765658261746038,8,2.04,Intel Core i5,Nvidia,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Asus,Gaming,17.3,11.291444530741918,16,3.0,Intel Core i7,Nvidia,256,1000,1920,1080,0,0,Windows,127.33567457123112,1920x1080
Lenovo,Gaming,15.6,11.219074000897615,8,3.2,Intel Core i7,Nvidia,256,1000,1920,1080,0,1,Windows,141.21199808219862,1920x1080
HP,Ultrabook,13.3,11.219074000897615,8,1.32,Intel Core i7,Intel,256,0,1920,1080,0,1,Windows,165.6321180513006,1920x1080
Dell,Notebook,14.0,11.129965423395353,8,1.64,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
HP,Notebook,15.6,10.510802297245792,4,1.63,Intel Core i3,Intel,128,0,1366,768,0,0,Windows,100.45466986113652,1366x768
Dell,Notebook,17.3,10.765658261746038,8,2.8,Intel Core i5,AMD,128,1000,1920,1080,0,1,Linux,127.33567457123112,1920x1080
Lenovo,Notebook,14.0,11.17598591917709,8,2.02,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
Lenovo,Notebook,15.6,10.658921971998408,4,2.2,Intel Core i7,Nvidia,0,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Lenovo,Notebook,15.6,10.104611236292678,8,2.2,Intel Core i3,Nvidia,0,2000,1366,768,0,0,Other,100.45466986113652,1366x768
Dell,Notebook,15.6,10.34717287346399,4,2.3,Intel Core i5,AMD,0,500,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,Notebook,15.6,11.203223524960787,8,1.9,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,Gaming,17.3,11.98617622657084,16,4.42,Intel Core i7,Nvidia,128,1000,1920,1080,0,1,Windows,127.33567457123112,1920x1080
Toshiba,Notebook,15.6,10.732493415479688,8,2.0,Intel Core i5,Intel,0,500,1920,1080,0,1,Windows,141.21199808219862,1920x1080
Asus,Notebook,15.6,11.144911042902732,8,2.0,Intel Core i7,Nvidia,256,1000,3840,2160,0,1,Windows,282.42399616439724,3840x2160
Mediacom,Notebook,13.3,9.88635767027266,4,1.2,Intel Celeron,Intel,32,0,1920,1080,0,1,Windows,165.6321180513006,1920x1080
Asus,Gaming,15.6,11.383485348791732,8,2.3,Intel Core i5,Nvidia,128,1000,1920,1080,0,1,Windows,141.21199808219862,1920x1080
Dell,Notebook,15.6,11.197396851520583,8,1.93,Intel Core i7,Nvidia,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,Notebook,15.6,10.656930001858216,8,2.2,Intel Core i5,AMD,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
HP,Notebook,15.6,9.964497380151284,4,1.86,Other Intel,Intel,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
HP,Gaming,17.3,11.470547260182666,12,2.62,Intel Core i7,Nvidia,0,1000,1920,1080,0,0,Windows,127.33567457123112,1920x1080
Lenovo,Notebook,14.0,10.73132994821639,8,1.87,Intel Core i7,Nvidia,256,0,1920,1080,0,1,Windows,157.3505121487356,1920x1080
Dell,Ultrabook,13.3,11.219074000897615,8,1.2,Intel Core i7,Intel,256,0,3200,1800,1,0,Windows,276.053530085501,3200x1800
Dell,Notebook,14.0,10.576614498925236,4,1.6,Intel Core i3,Intel,128,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
HP,Ultrabook,13.3,11.018720942220474,8,1.34,Intel Core i7,Intel,256,0,3200,1800,0,1,Windows,276.053530085501,3200x1800
Acer,Gaming,15.6,10.657669623681942,8,2.4,Intel Core i5,Nvidia,0,1000,1920,1080,0,0,Linux,141.21199808219862,1920x1080
Asus,Notebook,15.6,9.83063294843456,4,2.0,AMD,AMD,0,500,1366,768,0,0,Windows,100.45466986113652,1366x768
HP,Notebook,15.6,10.534467797525002,4,2.1,Intel Core i3,Intel,128,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Lenovo,Notebook,14.0,10.641244744014545,4,1.87,Intel Core i5,Intel,0,500,1920,1080,0,0,Windows,157.3505121487356,1920x1080
Lenovo,Notebook,15.6,10.11188320625578,4,2.15,Intel Core i5,Intel,0,1000,1920,1080,0,0,Other,141.21199808219862,1920x1080
HP,Notebook,15.6,9.959497306919324,4,1.86,Intel Core i3,Intel,0,500,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Lenovo,Notebook,15.6,11.430859511915424,8,1.99,Intel Core i7,Intel,512,0,1920,1080,0,1,Windows,141.21199808219862,1920x1080
Lenovo,Notebook,15.6,10.188167121983652,4,2.2,Intel Core i3,Intel,128,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,Notebook,15.6,10.993953872709785,8,1.9,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,Gaming,17.3,11.876197639250138,16,4.42,Intel Core i7,Nvidia,256,1000,1920,1080,0,1,Windows,127.33567457123112,1920x1080
HP,Notebook,17.3,10.274785970374204,8,2.65,Intel Core i3,Intel,0,1000,1600,900,0,0,Windows,106.11306214269258,1600x900
HP,Notebook,17.3,11.130176383145796,8,2.63,Intel Core i7,Nvidia,0,1000,1920,1080,0,0,Windows,127.33567457123112,1920x1080
Asus,Notebook,15.6,9.387207078087174,4,2.0,Intel Celeron,Intel,0,500,1366,768,0,0,Linux,100.45466986113652,1366x768
Mediacom,Notebook,13.3,9.51682457139056,4,1.35,Other Intel,Intel,0,0,1920,1080,0,1,Windows,165.6321180513006,1920x1080
Lenovo,Notebook,17.3,10.83096982484206,6,2.8,Intel Core i7,Nvidia,128,1000,1600,900,0,0,Windows,106.11306214269258,1600x900
HP,Notebook,15.6,10.319265697988737,6,1.91,AMD,AMD,128,0,1920,1080,0,1,Windows,141.21199808219862,1920x1080
Dell,Notebook,15.6,10.401887658299067,4,2.18,Intel Core i3,AMD,0,1000,1366,768,0,0,Windows,100.45466986113652,1366x768
Acer,2 in 1 Convertible,11.6,9.83063294843456,4,1.25,Intel Celeron,Intel,0,0,1920,1080,1,1,Windows,189.90579052433608,1920x1080
Lenovo,Notebook,15.6,10.421280845617712,4,2.05,Intel Core i3,Intel,128,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
HP,Ultrabook,13.3,11.558808550535495,16,1.16,Other Intel,Intel,512,0,3200,1800,1,1,Windows,276.053530085501,3200x1800
Lenovo,Notebook,17.3,11.981595204981144,8,3.4,Intel Core i7,Nvidia,256,0,1920,1080,0,1,Windows,127.33567457123112,1920x1080
Asus,Notebook,15.6,10.70777173269934,8,2.5,Intel Core i5,Nvidia,128,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,Ultrabook,13.3,11.352694739066088,8,1.21,Intel Core i5,Intel,128,0,3840,2160,1,1,Windows,331.2642361026012,3840x2160
Dell,Notebook,15.6,10.841452101115571,4,1.93,Intel Core i5,Intel,0,500,1366,768,0,0,Windows,100.45466986113652,1366x768
Fujitsu,Notebook,15.6,10.580858947180335,8,2.2,Intel Core i5,Intel,0,1000,1366,768,0,0,Windows,100.45466986113652,1366x768
Lenovo,Notebook,15.6,9.816202683605532,4,2.2,Other Intel,Intel,0,500,1920,1080,0,0,Windows,141.21199808219862,1920x1080
