Company,TypeName,Inches,Price,Ram(GB),Cpu(processor),"Gpu(I,N,A)Brand",SSD,HDD,TouchScreen,Ips_display,OS,PPI
Lenovo,Notebook,17.3,10.35398720988372,4,Intel Core i5,Nvidia,0,1000,0,0,Windows,106.11306214269258
Dell,Notebook,14.0,11.089517135798168,8,Intel Core i5,Intel,256,0,0,0,Windows,157.3505121487356
Lenovo,2 in 1 Convertible,14.0,11.395540949893968,8,Intel Core i7,Intel,256,0,1,1,Windows,157.3505121487356
Dell,Ultrabook,12.5,11.27007418585674,8,Intel Core i5,Intel,256,0,1,0,Windows,176.23257360658386
Lenovo,Notebook,15.6,10.772384744506988,8,Intel Core i7,AMD,0,0,0,0,Windows,141.21199808219862
HP,Notebook,15.6,10.754345923917311,8,Intel Core i5,Nvidia,256,0,0,0,Windows,141.21199808219862
Chuwi,Notebook,15.6,9.476778419617322,4,Other Intel,Intel,0,0,0,0,Windows,141.21199808219862
Asus,Notebook,17.3,10.765658261746038,8,Intel Core i7,Nvidia,128,1000,0,0,Other,127.33567457123112
Lenovo,Notebook,15.6,10.326446742946873,8,Intel Core i5,Intel,256,0,0,1,Other,141.21199808219862
Lenovo,Notebook,15.6,9.506417665734745,4,Intel Celeron,Intel,0,1000,0,0,Other,100.45466986113652
Lenovo,Notebook,13.3,10.882315804880689,8,Intel Core i5,Intel,256,0,0,1,Windows,165.6321180513006
Asus,Gaming,17.3,10.881314302543595,16,Intel Core i7,Nvidia,0,1000,0,1,Other,127.33567457123112
MSI,Gaming,17.3,11.887251546940472,16,Intel Core i7,Nvidia,512,1000,0,0,Windows,127.33567457123112
Lenovo,2 in 1 Convertible,15.6,11.52464373704442,16,Intel Core i7,Nvidia,512,0,1,1,Windows,282.42399616439724
Acer,Notebook,15.6,9.641987714344566,4,Intel Celeron,Intel,0,500,0,0,Linux,100.45466986113652
Lenovo,Notebook,15.6,10.776844060703754,8,Intel Core i7,Nvidia,0,1000,0,1,Windows,141.21199808219862
Dell,Notebook,15.6,10.89180021486258,8,Intel Core i5,Intel,0,500,0,0,Windows,100.45466986113652
Apple,Ultrabook,15.4,11.814475944954545,16,Intel Core i7,AMD,512,0,0,1,Mac,220.53462386625827
Dell,Ultrabook,13.3,11.204674904025437,8,Intel Core i7,Intel,256,0,1,0,Windows,276.053530085501
Lenovo,2 in 1 Convertible,13.3,10.916751081300507,8,Intel Core i5,Intel,256,0,1,1,Windows,165.6321180513006
HP,Notebook,15.6,10.190169124654323,4,Other Intel,Intel,0,1000,0,0,Windows,100.45466986113652
Lenovo,Notebook,15.6,10.519472871796928,6,Intel Core i5,Nvidia,256,0,0,0,Windows,141.21199808219862
Toshiba,Notebook,15.6,11.563884703567355,16,Intel Core i7,Nvidia,256,0,0,1,Windows,141.21199808219862
MSI,Gaming,17.3,11.296213725139731,8,Intel Core i7,Nvidia,128,1000,0,0,Windows,127.33567457123112
Lenovo,Netbook,11.6,10.290919027754468,4,Intel Celeron,Intel,128,0,0,1,Windows,135.0942111925629
HP,Ultrabook,13.3,11.018720942220474,8,Intel Core i7,Intel,256,0,0,1,Windows,276.053530085501
Lenovo,Notebook,15.6,10.696986727022775,8,Intel Core i5,Intel,256,0,0,0,Windows,141.21199808219862
Asus,2 in 1 Convertible,11.6,9.592332123898704,2,Intel Celeron,Intel,0,0,1,0,Windows,135.0942111925629
Acer,Notebook,15.6,9.989276182274937,6,AMD,AMD,0,1000,0,0,Windows,100.45466986113652
Acer,Notebook,11.6,10.159709917169616,4,Other Intel,Intel,0,0,0,0,Windows,135.0942111925629
Dell,Notebook,15.6,10.607562803627763,8,Intel Core i5,AMD,0,2000,0,0,Windows,141.21199808219862
Dell,Workstation,15.6,11.572957346444928,8,Other Intel,Nvidia,0,1000,0,0,Windows,141.21199808219862
Acer,Notebook,15.6,9.967025573340116,4,AMD,AMD,0,500,0,0,Windows,100.45466986113652
HP,Notebook,15.6,10.55342238395318,8,Intel Core i7,AMD,256,0,0,0,Windows,141.21199808219862
Dell,Notebook,15.6,10.56311104105693,8,Intel Core i5,Intel,0,1000,0,0,Linux,141.21199808219862
HP,Ultrabook,15.6,11.143362500418624,8,Intel Core i7,AMD,256,0,0,0,Windows,141.21199808219862
Acer,Notebook,15.6,10.370822624347584,4,Intel Core i5,Intel,256,0,0,0,Windows,100.45466986113652
HP,Notebook,15.6,10.14517175872359,4,Intel Core i3,Intel,0,1000,0,0,Windows,141.21199808219862
HP,Ultrabook,12.5,12.01471841670537,8,Other Intel,Intel,240,0,1,0,Windows,352.4651472131677
Dell,Gaming,17.3,12.1806155047626,32,Intel Core i7,Nvidia,1000,1000,0,0,Windows,254.67134914246225
Lenovo,Notebook,15.6,10.38737929394203,4,Intel Core i5,Nvidia,0,1000,0,0,Windows,141.21199808219862
Lenovo,Gaming,15.6,11.105659536357711,8,Intel Core i7,Nvidia,128,1000,0,1,Windows,141.21199808219862
Asus,Notebook,15.6,10.620651995737775,8,Intel Core i5,Nvidia,256,0,0,0,Windows,141.21199808219862
HP,Gaming,17.3,11.575963360732532,12,Intel Core i7,Nvidia,256,1000,0,0,Windows,127.33567457123112
Lenovo,Notebook,15.6,10.38737929394203,12,Intel Core i7,Intel,0,1000,1,0,Windows,100.45466986113652
Dell,Notebook,15.6,11.238652353231751,16,Intel Core i5,Intel,512,0,0,0,Windows,141.21199808219862
Dell,Notebook,15.6,10.490273717104664,8,Intel Core i5,AMD,0,1000,0,0,Windows,141.21199808219862
HP,Notebook,15.6,10.059354039524033,4,Intel Core i3,AMD,0,500,0,0,Windows,100.45466986113652
Acer,Notebook,13.3,10.460196261867386,4,Intel Core i5,Intel,128,0,0,0,Windows,117.82653006268644
HP,Notebook,14.0,9.409283029786373,4,Intel Celeron,Intel,32,0,0,0,Windows,111.93520355955212
Asus,Notebook,14.0,9.60318213992277,4,Intel Celeron,Intel,0,0,0,0,Windows,111.93520355955212
Asus,Gaming,17.3,11.224776083346525,16,Intel Core i7,Nvidia,256,1000,0,0,Windows,127.33567457123112
Apple,Ultrabook,15.4,11.775302049361828,16,Intel Core i7,AMD,256,0,0,1,Mac,220.53462386625827
Dell,Notebook,15.6,11.047982926769505,8,Intel Core i5,Intel,256,0,0,0,Windows,141.21199808219862
Lenovo,Ultrabook,14.0,11.288114524334732,8,Intel Core i5,Intel,256,0,0,1,Windows,157.3505121487356
Asus,Ultrabook,15.6,11.267217235406594,16,Intel Core i7,Nvidia,512,0,0,0,Windows,141.21199808219862
HP,Notebook,14.0,10.893771459117888,8,Intel Core i5,Intel,256,0,0,0,Windows,157.3505121487356
Asus,Gaming,15.6,11.52464373704442,16,Intel Core i7,Nvidia,128,1000,0,0,Windows,141.21199808219862
HP,2 in 1 Convertible,13.3,11.37128263483418,8,Intel Core i5,Intel,256,0,1,0,Windows,165.6321180513006
Dell,2 in 1 Convertible,13.3,11.478299236986985,8,Intel Core i5,Intel,256,0,1,0,Windows,276.053530085501
Dell,Notebook,15.6,10.118930877053268,4,Intel Core i3,AMD,0,1000,0,0,Linux,100.45466986113652
Acer,Notebook,17.3,10.419692282932576,8,Intel Core i3,Nvidia,0,1000,0,0,Windows,106.11306214269258
Lenovo,Gaming,15.6,10.872255357854844,8,Intel Core i5,Nvidia,128,1000,0,1,Other,141.21199808219862
Lenovo,Notebook,15.6,10.83096982484206,12,AMD,AMD,512,0,0,0,Windows,141.21199808219862
Dell,Notebook,15.6,9.950616680806068,4,Other Intel,Intel,0,500,0,0,Linux,100.45466986113652
Acer,Gaming,17.3,11.838443060873624,16,Intel Core i7,Nvidia,256,1000,0,1,Windows,127.33567457123112
Asus,Notebook,15.6,10.3556835631319,8,Intel Core i5,Intel,0,128,0,0,Windows,141.21199808219862
Asus,Notebook,15.6,9.964522443121997,8,Intel Celeron,Intel,0,1000,0,0,Windows,100.45466986113652
Dell,Ultrabook,12.5,11.037726951247386,4,Intel Core i3,Intel,128,0,0,0,Windows,125.36742798669836
Lenovo,2 in 1 Convertible,14.0,11.799206957067089,16,Intel Core i7,Intel,512,0,1,0,Windows,209.8006828649808
Asus,Notebook,15.6,10.594300009749354,8,Intel Core i5,Intel,0,1000,0,0,Windows,141.21199808219862
Lenovo,Notebook,17.3,10.55342238395318,6,Intel Core i5,Nvidia,128,1000,0,0,Windows,106.11306214269258
Asus,Notebook,15.6,10.329931067029484,4,AMD,AMD,128,1000,0,0,Windows,141.21199808219862
Lenovo,Notebook,15.6,11.212620052356872,8,Intel Core i5,Intel,256,0,0,1,Windows,141.21199808219862
Dell,Notebook,15.6,11.081544019025282,16,Intel Core i7,AMD,256,2000,0,0,Windows,141.21199808219862
HP,Notebook,15.6,10.329931067029484,8,Intel Core i5,Intel,256,0,0,0,Other,141.21199808219862
Apple,Ultrabook,15.4,11.64410811545818,16,Intel Core i7,Intel,0,0,0,1,Mac,220.53462386625827
Asus,2 in 1 Convertible,15.6,10.977716980635757,12,Intel Core i7,Nvidia,512,2000,1,0,Windows,141.21199808219862
Dell,Ultrabook,13.3,11.799206957067089,16,Intel Core i7,Intel,1000,0,1,1,Windows,331.2642361026012
Dell,Ultrabook,13.3,10.682851144184026,4,Intel Core i5,AMD,256,0,0,1,Windows,165.6321180513006
Asus,Netbook,11.6,9.638174223850264,4,Intel Celeron,Intel,0,0,0,0,Other,135.0942111925629
HP,Notebook,17.3,11.130176383145796,8,Intel Core i7,Nvidia,0,1000,0,0,Windows,127.33567457123112
MSI,Gaming,17.3,11.352694739066088,16,Intel Core i7,Nvidia,256,1000,0,0,Windows,127.33567457123112
Dell,Gaming,17.3,12.030401247333158,32,Intel Core i7,Nvidia,256,1000,0,1,Windows,127.33567457123112
Dell,Ultrabook,13.3,10.812765077263236,8,Intel Core i7,AMD,256,0,0,1,Windows,165.6321180513006
HP,Notebook,15.6,10.821440901496183,4,Intel Core i5,Intel,0,500,0,0,Windows,141.21199808219862
Dell,Notebook,15.6,10.660172753900062,8,Intel Core i5,AMD,256,0,0,0,Windows,141.21199808219862
Lenovo,Gaming,15.6,10.911903762066183,16,Intel Core i7,Nvidia,128,1000,1,1,Windows,141.21199808219862
Asus,Gaming,17.3,11.352694739066088,8,Intel Core i7,Nvidia,256,1000,0,1,Windows,127.33567457123112
Acer,Netbook,11.6,10.050907057320815,4,Intel Celeron,Intel,128,0,0,0,Windows,135.0942111925629
Lenovo,2 in 1 Convertible,13.3,11.288114524334732,16,Intel Core i7,Intel,512,0,1,1,Windows,276.053530085501
Dell,Gaming,15.6,11.2874471903093,8,Intel Core i7,Nvidia,128,1000,0,0,Windows,282.42399616439724
Acer,Gaming,15.6,10.657669623681942,8,Intel Core i5,Nvidia,0,1000,0,0,Linux,141.21199808219862
Toshiba,Notebook,14.0,10.188167121983652,4,Other Intel,Intel,128,0,0,0,Windows,111.93520355955212
HP,Notebook,15.6,10.78900562574303,4,Intel Core i5,Intel,0,500,0,0,Windows,141.21199808219862
Toshiba,Notebook,15.6,11.221929106334594,16,Intel Core i7,Nvidia,512,0,0,1,Windows,141.21199808219862
Dell,Ultrabook,13.3,11.204674904025437,8,Intel Core i7,Intel,256,0,0,0,Windows,165.6321180513006
Asus,Notebook,15.6,11.085440489304403,8,Intel Core i7,Intel,256,1000,0,0,Windows,141.21199808219862
HP,Notebook,15.6,10.075655737865564,8,AMD,AMD,128,0,0,0,Windows,100.45466986113652
Asus,Gaming,17.3,11.0547454208418,8,Intel Core i7,Nvidia,0,1000,0,0,Windows,127.33567457123112
Dell,Notebook,15.6,10.012572388296086,4,Intel Core i3,Intel,0,1000,0,0,Windows,100.45466986113652
Dell,Ultrabook,15.6,10.931153634628432,8,Intel Core i5,Nvidia,128,1000,0,1,Windows,141.21199808219862
Acer,Notebook,15.6,10.336863503805128,8,AMD,AMD,0,1000,0,0,Windows,100.45466986113652
Asus,Gaming,17.3,11.144911042902732,8,AMD,AMD,256,1000,0,0,Windows,127.33567457123112
HP,Notebook,14.0,10.863113597896753,8,Intel Core i5,Intel,256,0,0,0,Windows,157.3505121487356
Lenovo,Notebook,15.6,10.003598553570956,4,Intel Core i3,Intel,0,1000,0,0,Windows,141.21199808219862
Asus,Gaming,17.3,11.129394827810977,32,Intel Core i7,Nvidia,512,0,0,1,Windows,127.33567457123112
Dell,Notebook,15.6,10.619090308798832,8,Intel Core i7,AMD,256,0,0,0,Windows,141.21199808219862
Dell,2 in 1 Convertible,13.3,11.144911042902732,12,Intel Core i7,Intel,256,0,1,1,Windows,165.6321180513006
Lenovo,Notebook,15.6,10.283659467741664,8,Intel Core i5,Intel,256,0,0,0,Other,141.21199808219862
Acer,Notebook,15.6,10.147261623643049,6,Intel Core i3,Intel,0,1000,1,1,Windows,141.21199808219862
Asus,Ultrabook,14.0,11.525170191386666,16,Intel Core i7,Intel,512,0,0,0,Windows,157.3505121487356
Dell,Notebook,15.6,11.442360501250736,8,Intel Core i5,Nvidia,256,0,1,0,Windows,282.42399616439724
Dell,Netbook,11.6,9.662536382571954,4,Intel Celeron,Intel,0,0,0,0,Other,135.0942111925629
Dell,Notebook,15.6,10.744054237880762,8,Intel Core i7,AMD,256,0,0,0,Windows,141.21199808219862
Lenovo,Workstation,15.6,11.53824227295402,8,Intel Core i7,Nvidia,512,0,0,0,Windows,141.21199808219862
Toshiba,Notebook,15.6,10.634854945915771,4,Intel Core i5,Intel,0,500,0,0,Windows,100.45466986113652
Dell,Gaming,17.3,12.0059347920825,32,Intel Core i7,Nvidia,512,1000,0,1,Windows,127.33567457123112
Dell,Notebook,15.6,10.841452101115571,4,Intel Core i5,Intel,0,500,0,0,Windows,100.45466986113652
Lenovo,Notebook,14.0,10.370822624347584,4,Intel Core i3,Intel,128,0,0,1,Windows,157.3505121487356
Dell,Notebook,15.6,10.81610755552082,8,Intel Core i5,Intel,0,500,0,0,Windows,141.21199808219862
HP,Ultrabook,15.6,10.598297350181973,8,Intel Core i7,Intel,256,0,0,0,Windows,141.21199808219862
Dell,Notebook,17.3,10.46628456073464,4,Intel Core i3,AMD,0,1000,0,0,Windows,106.11306214269258
Lenovo,Notebook,15.6,10.646327347078008,8,Intel Core i5,Nvidia,128,1000,0,1,Windows,141.21199808219862
Dell,Notebook,15.6,11.482152806302976,8,Intel Core i7,Nvidia,256,0,0,0,Windows,141.21199808219862
HP,Ultrabook,15.6,11.658835785532077,8,Intel Core i7,Intel,256,0,0,0,Windows,141.21199808219862
LG,Ultrabook,14.0,11.52464373704442,8,Intel Core i7,Intel,512,0,1,1,Windows,157.3505121487356
Lenovo,Notebook,14.0,9.652314828500415,4,Intel Celeron,Intel,0,0,0,0,Windows,111.93520355955212
HP,Notebook,15.6,9.641641633704324,4,Intel Celeron,Intel,0,1000,0,0,Other,100.45466986113652
HP,Notebook,15.6,9.964522443121997,4,AMD,AMD,0,500,0,0,Windows,100.45466986113652
HP,2 in 1 Convertible,13.3,11.7789960831843,16,Intel Core i7,Intel,1000,0,1,1,Windows,331.2642361026012
Asus,Notebook,14.0,9.672654512737536,4,Intel Celeron,Intel,0,0,0,0,Windows,157.3505121487356
HP,Netbook,12.5,11.395540949893968,8,Intel Core i5,Intel,256,0,0,0,Windows,176.23257360658386
Asus,Notebook,15.6,9.692588727638356,4,Other Intel,Intel,0,500,0,0,Windows,100.45466986113652
Dell,Notebook,15.6,10.772395917628929,8,Intel Core i7,Nvidia,256,0,0,0,Linux,141.21199808219862
Dell,2 in 1 Convertible,15.0,10.208009042782656,4,Intel Core i3,Intel,0,500,1,0,Windows,146.86047800548656
HP,Notebook,13.3,10.397183294038651,4,Other Intel,Intel,0,0,0,0,Other,276.053530085501
HP,Notebook,15.6,9.962013031516571,4,AMD,AMD,0,1000,0,0,Windows,141.21199808219862
Dell,Notebook,15.6,9.858883414720411,4,Intel Core i3,Intel,0,1000,0,0,Linux,100.45466986113652
Dell,Notebook,17.3,11.144911042902732,16,Intel Core i7,AMD,256,2000,0,0,Windows,127.33567457123112
Lenovo,Workstation,15.6,11.777361428141106,16,Intel Core i7,Nvidia,512,0,0,1,Windows,282.42399616439724
Toshiba,Ultrabook,12.5,11.465531925066934,8,Intel Core i7,Intel,512,0,1,0,Windows,176.23257360658386
HP,Notebook,13.3,11.063134731790107,16,Intel Core i7,Intel,512,0,0,0,Windows,165.6321180513006
Dell,2 in 1 Convertible,13.3,11.52464373704442,16,Intel Core i7,Intel,512,0,1,0,Windows,276.053530085501
Dell,Ultrabook,13.3,11.273329308763511,8,Intel Core i7,Intel,256,0,1,0,Windows,276.053530085501
