Company,TypeName,Inches,Price,Ram(GB),Cpu(processor),"Gpu(I,N,A)Brand",SSD,HDD,TouchScreen,Ips_display,OS,PPI
Dell,Notebook,15.6,10.082583913974387,4,Intel Core i3,AMD,0,1000,0,0,Windows,141.21199808219862
Acer,Ultrabook,14.0,10.760018088869778,8,Intel Core i7,Intel,256,0,0,1,Windows,157.3505121487356
Acer,Notebook,15.6,10.324700017611931,4,Intel Core i3,Nvidia,256,0,0,0,Windows,141.21199808219862
HP,Notebook,15.6,10.369151780182765,8,Intel Core i7,Intel,0,1000,0,0,Windows,100.45466986113651
HP,Notebook,14.0,10.871243723980001,8,Intel Core i7,Intel,256,0,0,0,Windows,157.3505121487356
Lenovo,Notebook,15.6,9.506417665734743,4,Intel Celeron,Intel,0,1000,0,0,Other,100.45466986113651
Asus,Gaming,17.3,10.81931097523836,8,Intel Core i5,Nvidia,128,1000,0,0,Windows,127.33567457123111
Lenovo,Notebook,15.6,10.188167121983652,4,Intel Core i5,Nvidia,0,1000,0,0,Other,141.21199808219862
HP,Notebook,13.3,10.525211768465944,4,Intel Core i5,Intel,256,0,0,1,Windows,165.6321180513006
Acer,Notebook,17.3,10.460196261867386,4,Intel Core i3,Nvidia,0,1000,0,1,Windows,127.33567457123111
Lenovo,Notebook,14.0,10.993085090159761,8,Intel Core i5,AMD,256,0,0,1,Windows,157.3505121487356
Lenovo,Gaming,15.6,10.742904151497525,8,Intel Core i7,Nvidia,256,0,0,1,Other,141.21199808219862
Toshiba,Notebook,15.6,10.375818471540954,4,Intel Core i5,Intel,0,500,0,0,Windows,100.45466986113651
HP,Notebook,15.6,9.88635767027266,4,AMD,AMD,256,0,0,0,Windows,100.45466986113651
Asus,Ultrabook,14.0,10.977716980635755,8,Intel Core i7,Intel,256,0,0,0,Windows,157.3505121487356
HP,Ultrabook,12.5,11.583439099510642,8,Other Intel,Intel,512,0,1,1,Windows,352.4651472131677
Asus,Notebook,15.6,9.816202683605532,4,Intel Celeron,Intel,0,1000,0,0,Windows,141.21199808219862
MSI,Gaming,17.3,11.590859366057948,16,Intel Core i7,Nvidia,256,1000,0,0,Windows,127.33567457123111
Acer,Notebook,15.6,10.078119620845703,4,Intel Core i3,Intel,0,1000,0,0,Windows,100.45466986113651
Dell,Gaming,15.6,11.105867681227291,16,Intel Core i7,Nvidia,512,0,0,0,Windows,141.21199808219862
Dell,Gaming,15.6,10.776844060703754,8,Intel Core i7,Nvidia,0,0,0,0,Windows,141.21199808219862
Lenovo,Notebook,15.6,10.186161103256786,4,Intel Core i5,Intel,128,0,0,0,Windows,100.45466986113651
MSI,Gaming,17.3,11.519893134285821,16,Intel Core i7,Nvidia,256,1000,0,0,Windows,127.33567457123111
HP,Ultrabook,14.0,10.962127485638561,4,Intel Core i5,Intel,256,0,0,0,Windows,157.3505121487356
HP,Notebook,15.6,10.403666298916729,6,Intel Core i5,AMD,256,0,0,0,Windows,141.21199808219862
Lenovo,2 in 1 Convertible,14.0,10.419692282932575,4,Intel Core i3,Intel,256,0,1,1,Windows,157.3505121487356
Asus,2 in 1 Convertible,13.3,11.157152970843999,8,Intel Core i5,Intel,256,0,1,0,Windows,165.6321180513006
Dell,2 in 1 Convertible,15.6,10.931153634628432,8,Intel Core i7,Intel,256,0,1,0,Windows,141.21199808219862
Toshiba,Notebook,15.6,10.078119620845703,4,Intel Core i3,Intel,0,500,0,0,Windows,100.45466986113651
Asus,Notebook,15.6,9.974497588178817,4,AMD,AMD,0,1000,0,0,Windows,100.45466986113651
Acer,Notebook,17.3,10.666403303650696,4,Intel Core i5,Nvidia,256,0,0,1,Windows,127.33567457123111
Dell,Notebook,15.6,10.56586207442882,8,Intel Core i5,AMD,256,0,0,0,Windows,141.21199808219862
Lenovo,Gaming,15.6,10.959350991490268,16,Intel Core i7,Nvidia,256,0,0,1,Windows,141.21199808219862
Acer,Notebook,15.6,9.827763506006608,4,Intel Celeron,Intel,0,1000,0,0,Windows,100.45466986113651
MSI,Gaming,15.6,11.470547260182666,16,Intel Core i7,Nvidia,256,1000,0,1,Windows,141.21199808219862
Acer,Notebook,15.6,9.871367833143674,4,Other Intel,Intel,0,1000,0,0,Windows,100.45466986113651
Dell,Gaming,15.6,10.942047370678033,8,Intel Core i7,Nvidia,128,1000,0,0,Windows,141.21199808219862
Acer,Notebook,17.3,10.725492220020703,8,Intel Core i5,Nvidia,256,0,0,1,Windows,127.33567457123111
HP,Notebook,13.3,10.60095339424009,4,Intel Core i5,Intel,0,500,0,1,Windows,165.6321180513006
Huawei,Ultrabook,13.0,11.18267988243989,8,Intel Core i5,Intel,256,0,0,1,Windows,199.69207064108247
HP,Notebook,17.3,10.525211768465944,6,Intel Core i5,AMD,0,2000,0,1,Windows,127.33567457123111
Lenovo,Notebook,15.6,9.708902303129879,4,AMD,AMD,0,500,0,0,Other,100.45466986113651
Toshiba,Notebook,15.6,10.167923515707006,4,Intel Core i3,Intel,0,500,0,0,Windows,100.45466986113651
HP,Notebook,17.3,10.803190260734986,8,Intel Core i5,Nvidia,256,0,0,0,Windows,127.33567457123111
Dell,Notebook,15.6,10.104611236292678,8,Intel Core i3,Intel,0,1000,0,0,Windows,100.45466986113651
Acer,Notebook,15.6,10.082583913974387,4,Intel Core i3,Intel,128,0,0,0,Windows,100.45466986113651
MSI,Gaming,18.4,11.912578515747587,32,Intel Core i7,Nvidia,512,1000,0,0,Windows,119.7232157653423
Lenovo,Notebook,15.6,10.676292135779944,8,Intel Core i5,AMD,128,1000,0,0,Windows,141.21199808219862
HP,2 in 1 Convertible,13.3,11.288114524334732,8,Intel Core i5,Intel,256,0,1,1,Windows,331.2642361026012
Dell,Notebook,15.6,10.931153634628432,16,Intel Core i7,AMD,256,2000,0,0,Linux,141.21199808219862
Dell,Ultrabook,13.3,11.219074000897615,8,Intel Core i5,Intel,256,0,0,0,Windows,165.6321180513006
Lenovo,2 in 1 Convertible,13.9,11.49796125761926,16,Intel Core i7,Intel,512,0,1,1,Windows,316.96506044349616
Toshiba,Notebook,15.6,10.651384247866982,8,Intel Core i5,Intel,128,0,0,0,Windows,100.45466986113651
Xiaomi,Notebook,15.6,11.064804181259648,8,Intel Core i5,Nvidia,256,0,0,1,Other,141.21199808219862
Dell,Notebook,17.3,11.320925866649002,16,Intel Core i7,Nvidia,512,0,1,0,Windows,127.33567457123111
Dell,Notebook,15.6,11.757534260666517,16,Intel Core i7,Nvidia,512,0,1,0,Windows,282.42399616439724
Lenovo,Gaming,15.6,10.633572072102883,8,Intel Core i5,Nvidia,256,0,0,1,Other,141.21199808219862
Acer,Ultrabook,13.3,10.872255357854845,8,Intel Core i5,Intel,256,0,0,1,Windows,165.6321180513006
Dell,Notebook,17.3,10.964896292206694,8,Intel Core i7,AMD,128,1000,0,0,Windows,127.33567457123111
Lenovo,2 in 1 Convertible,14.0,11.921470624845266,16,Intel Core i7,Intel,1000,0,1,0,Windows,209.8006828649808
Vero,Notebook,14.0,9.536242657247662,4,Intel Celeron,Intel,0,0,0,1,Windows,157.3505121487356
Xiaomi,Ultrabook,13.3,10.883216300213936,8,Intel Core i5,Nvidia,256,0,0,1,Other,165.6321180513006
Lenovo,Notebook,17.3,10.523780128994506,8,Intel Core i5,Nvidia,256,0,0,0,Other,106.11306214269258
Dell,2 in 1 Convertible,13.3,10.70777173269934,8,Intel Core i7,Intel,0,1000,1,1,Windows,165.6321180513006
HP,Notebook,17.3,10.793391597686284,8,Intel Core i5,Nvidia,0,1000,0,1,Windows,127.33567457123111
Razer,Gaming,17.3,12.69144112852859,32,Intel Core i7,Nvidia,1000,0,1,0,Windows,254.67134914246222
HP,Notebook,13.3,10.841452101115571,8,Intel Core i5,Intel,512,0,0,0,Windows,165.6321180513006
HP,Gaming,17.3,11.204674904025435,16,Intel Core i7,Nvidia,256,1000,0,1,Windows,127.33567457123111
HP,Notebook,17.3,10.927333190631044,8,Intel Core i7,Nvidia,256,0,0,0,Windows,127.33567457123111
Dell,Gaming,15.6,11.495795582706762,16,Intel Core i7,Nvidia,512,1000,0,1,Windows,282.42399616439724
Lenovo,Notebook,15.6,10.176070200274824,4,Intel Core i5,Intel,128,0,0,0,Windows,100.45466986113651
Acer,Notebook,15.6,10.584910269399515,8,Intel Core i7,Nvidia,0,1000,0,0,Windows,141.21199808219862
Lenovo,Gaming,15.6,11.442360501250736,16,Intel Core i7,Nvidia,512,1000,0,1,Windows,141.21199808219862
Dell,Workstation,15.6,12.000095897837829,16,Other Intel,Nvidia,256,1000,0,0,Windows,282.42399616439724
Lenovo,Gaming,15.6,11.21835894902589,16,Intel Core i7,Nvidia,512,0,0,0,Other,141.21199808219862
Dell,Notebook,15.6,10.060060439307305,6,Intel Core i3,Intel,0,1000,1,0,Windows,100.45466986113651
Dell,Ultrabook,13.3,11.550632725739694,8,Intel Core i7,Intel,256,0,1,1,Windows,331.2642361026012
Dell,Ultrabook,13.3,11.254189968552817,8,Intel Core i7,Intel,256,0,0,0,Windows,165.6321180513006
Lenovo,Notebook,15.6,10.367478139624735,8,Intel Core i5,Intel,256,0,0,0,Windows,100.45466986113651
Acer,Notebook,15.6,10.633572072102883,8,Intel Core i7,Nvidia,0,1000,0,0,Linux,141.21199808219862
Asus,Gaming,17.3,11.224776083346523,16,Intel Core i7,Nvidia,256,1000,0,0,Windows,127.33567457123111
HP,Notebook,15.6,9.83063294843456,4,Intel Core i3,Intel,0,500,0,0,Other,141.21199808219862
Lenovo,Notebook,15.6,10.283659467741664,8,Intel Core i5,Intel,256,0,0,0,Other,141.21199808219862
Huawei,Ultrabook,13.0,11.288114524334732,8,Intel Core i7,Intel,512,0,0,1,Windows,199.69207064108247
Dell,Ultrabook,13.3,10.812765077263235,8,Intel Core i7,AMD,256,0,0,1,Windows,165.6321180513006
Lenovo,Notebook,17.3,10.353987209883721,8,Intel Core i5,Nvidia,0,1000,0,0,Other,106.11306214269258
HP,Notebook,14.0,10.913845510249093,8,Intel Core i7,Nvidia,256,0,0,0,Windows,157.3505121487356
Dell,Ultrabook,14.0,11.02220830408089,8,Intel Core i5,Intel,256,0,0,0,Windows,157.3505121487356
Dell,2 in 1 Convertible,13.3,11.129394827810977,16,Intel Core i7,Intel,512,0,1,0,Windows,165.6321180513006
Dell,Notebook,15.6,10.493749152258879,8,Intel Core i5,AMD,256,0,0,0,Linux,141.21199808219862
Lenovo,2 in 1 Convertible,14.0,10.776844060703754,8,Intel Core i5,Intel,256,0,0,1,Windows,157.3505121487356
Toshiba,Ultrabook,13.3,11.193004457928666,8,Intel Core i7,Intel,256,0,0,0,Windows,165.6321180513006
HP,Notebook,15.6,10.65264448747927,8,Intel Core i5,Intel,0,1000,0,0,Windows,141.21199808219862
Dell,Gaming,17.3,11.781988742399806,16,Intel Core i7,Nvidia,256,1000,0,1,Windows,127.33567457123111
Acer,Notebook,15.6,10.699393467053342,8,Intel Core i7,Nvidia,256,0,0,0,Windows,141.21199808219862
Dell,Notebook,15.6,10.731341589592168,16,Intel Core i7,AMD,0,1000,1,0,Windows,141.21199808219862
Asus,Notebook,15.6,10.620651995737777,8,Intel Core i5,Nvidia,256,0,0,0,Windows,141.21199808219862
Asus,Notebook,17.3,10.767905453702943,8,Intel Core i5,Nvidia,256,500,0,0,Windows,127.33567457123111
HP,Notebook,15.6,11.12154549394652,8,Intel Core i7,AMD,0,1000,0,0,Windows,141.21199808219862
Asus,Notebook,15.6,9.964497380151283,4,Intel Core i3,Intel,0,1000,0,0,Windows,100.45466986113651
HP,Notebook,15.6,9.77465368069266,4,AMD,AMD,0,500,0,0,Windows,100.45466986113651
Lenovo,Gaming,15.6,11.288114524334732,16,Intel Core i7,Nvidia,256,1000,0,1,Windows,141.21199808219862
Dell,Notebook,14.0,10.73132994821639,8,Intel Core i5,Intel,256,0,0,0,Windows,157.3505121487356
Acer,2 in 1 Convertible,13.3,10.510802297245792,8,Intel Core i5,Intel,256,0,1,1,Windows,165.6321180513006
Dell,Notebook,15.6,10.776844060703754,16,Intel Core i7,AMD,256,0,0,0,Linux,141.21199808219862
Acer,Notebook,15.6,9.941707765355826,4,Intel Core i3,Intel,0,1000,0,0,Linux,100.45466986113651
Asus,Notebook,15.6,10.329931067029484,4,AMD,AMD,128,1000,0,0,Windows,141.21199808219862
Asus,Gaming,17.3,12.241725462844625,32,Intel Core i7,Nvidia,512,1000,0,0,Windows,127.33567457123111
Acer,Gaming,15.6,10.716080385838357,8,Intel Core i5,Nvidia,256,0,0,1,Windows,141.21199808219862
Lenovo,Notebook,15.6,10.353987209883721,8,Intel Core i3,Intel,128,0,0,0,Windows,100.45466986113651
Asus,Notebook,17.3,11.018720942220474,8,Intel Core i7,Nvidia,128,1000,0,0,Windows,127.33567457123111
Asus,Notebook,17.3,10.765658261746038,8,Intel Core i7,Nvidia,128,1000,0,0,Other,127.33567457123111
Dell,Gaming,15.6,10.754345923917311,8,Intel Core i5,Nvidia,256,0,0,0,Windows,141.21199808219862
